customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C3665-5054,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),60.28,3134.43,No
C3666-6300,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.1,1146.3,Yes
C3667-2627,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.25,1107.3,No
C3668-4833,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.85,73.28,Yes
C3669-2952,Male,0,No,Yes,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,87.13,803.05,No
C3670-2296,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.6,934.12,No
C3671-1856,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.99,1242.12,No
C3672-6283,Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),86.96,3236.41,Yes
C3673-1005,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.49,407.93,Yes
C3674-6814,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.45,7187.52,No
C3675-4887,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),131.88,5818.05,No
C3676-4297,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,82.9,1415.2,Yes
C3677-7922,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.23,971.93,No
C3678-5848,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.29,3178.89,No
C3679-7600,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.58,108.15,Yes
C3680-7384,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,108.3,7021.6,Yes
C3681-1289,Male,1,No,No,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,76.14,1063.63,No
C3682-2939,Female,1,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.85,2133.77,No
C3683-6129,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.54,1790.95,No
C3684-9778,Male,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,99.83,2647.08,No
C3685-2388,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.7,4292.65,No
C3686-1949,Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,134.28,4695.48,No
C3687-9468,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),100.38,1084.57,No
C3688-9700,Male,0,No,Yes,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.45,1461.9,Yes
C3689-2506,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,113.31,5316.16,No
C3690-4614,Female,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.37,6371.27,No
C3691-6639,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.49,399.07,No
C3692-2756,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.6,196.81,No
C3693-3935,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.27,4972.64,No
C3694-4557,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),104.75,867.72,No
C3695-6773,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.86,1417.09,No
C3696-3772,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.6,1928.18,No
C3697-4709,Male,1,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),84.33,984.63,No
C3698-3605,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.91,397.04,No
C3699-7836,Female,0,Yes,Yes,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.03,1058.91,No
C3700-2377,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.03,877.71,No
C3701-3075,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,107.21,520.02,No
C3702-3249,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,87.55,4095.39,No
C3703-9151,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.66,721.18,No
C3704-9499,Male,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.8,7295.68,No
C3705-5501,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.23,1664.69,No
C3706-2407,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,134.46,2033.24,No
C3707-7804,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),84.35,237.89,Yes
C3708-5428,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.86,262.08,Yes
C3709-8646,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.87,2248.8,No
C3710-4239,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,119.28,351.46,Yes
C3711-9988,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,95.02,1123.38,No
C3712-8262,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,79.59,3078.06,No
C3713-3015,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),128.04,3579.04,No
C3714-7529,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,104.68,2012.23,No
C3715-3581,Male,1,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.24,2842.48,No
C3716-4147,Male,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.24,1288.27,No
C3717-3253,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.05,1307.95,No
C3718-7139,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,56.89,2627.71,No
C3719-3365,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,114.06,2722.89,Yes
C3720-6748,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),107.64,5825.6,No
C3721-6241,Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.47,1841.64,Yes
C3722-7756,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.42,535.91,No
C3723-9940,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.4,1409.22,No
C3724-1079,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,101.1,2329.36,No
C3725-9911,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),87.83,6311.92,No
C3726-1984,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,89.86,984.82,No
C3727-5740,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.04,7528.95,Yes
C3728-4067,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.48,4853.7,No
C3729-6750,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.69,4610.72,Yes
C3730-7494,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.08,3942.18,Yes
C3731-8738,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,1308.65,No
C3732-4617,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,114.77,1480.5,Yes
C3733-9395,Female,1,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,130.12,6235.55,No
C3734-3901,Female,0,No,Yes,7,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.88,506.59,No
C3735-2834,Female,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,85.88,1101.63,No
C3736-4411,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),108.16,4524.39,No
C3737-5756,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,111.78,5803.74,Yes
C3738-7012,Male,0,No,Yes,34,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.41,3736.57,No
C3739-8494,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,100.82,300.99,No
C3740-3023,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,88.59,969.81,No
C3741-3728,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.83,455.63,No
C3742-9447,Male,1,No,No,22,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.33,1955.87,No
C3743-4957,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),107.91,648.06,No
C3744-3173,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.28,569.68,No
C3745-9869,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,114.48,1469.54,No
C3746-5040,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.09,7281.69,No
C3747-9864,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,102.8,1564.12,No
C3748-9272,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.26,6365.37,Yes
C3749-9154,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.69,684.73,No
C3750-6235,Female,1,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.73,1870.81,No
C3751-8185,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.27,973.38,No
C3752-9644,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.75,934.64,No
C3753-3421,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.25,3472.16,Yes
C3754-1339,Male,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.49,2540.67,No
C3755-3887,Female,1,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),69.05,966.12,Yes
C3756-6731,Female,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,116.18,4997.59,No
C3757-5924,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.38,979.0,No
C3758-1725,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.66,2097.31,No
C3759-6046,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,87.77,4285.85,Yes
C3760-2569,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.16,1070.98,No
C3761-5549,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,92.62,3273.31,Yes
C3762-6180,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.98,1089.29,No
C3763-6729,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),126.55,1912.21,No
C3764-4712,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),106.41,2335.1,No
C3765-4674,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.29,477.44,No
C3766-7106,Male,1,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,980.76,No
C3767-7741,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,98.4,1779.49,No
C3768-8268,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,108.18,6271.08,No
C3769-4001,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.19,2172.44,No
C3770-4816,Female,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.47,829.86,No
C3771-3975,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),129.98,1176.29,No
C3772-5747,Female,0,Yes,Yes,52,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.31,4611.7,No
C3773-2144,Male,0,No,No,21,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),47.23,978.88,No
C3774-4870,Female,0,No,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.77,1607.24,No
C3775-2698,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),123.79,1021.26,Yes
C3776-5791,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.04,2149.12,No
C3777-8653,Male,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.51,272.14,Yes
C3778-9867,Female,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.61,5525.72,No
C3779-5016,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.47,2342.22,No
C3780-1506,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.74,209.92,No
C3781-3050,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,113.48,2601.38,No
C3782-1943,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.76,1900.36,Yes
C3783-7833,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,93.48,2240.41,No
C3784-9861,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.92,1449.5,No
C3785-5985,Male,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.52,1672.1,No
C3786-2591,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,111.73,785.6,No
C3787-1190,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,75.14,1629.59,No
C3788-9783,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,99.37,1577.62,Yes
C3789-3846,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),94.71,1352.65,No
C3790-2007,Female,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.81,2137.55,No
C3791-2592,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.78,2330.26,No
C3792-3297,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.38,3220.74,No
C3793-6902,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.09,97.78,Yes
C3794-9025,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,109.16,5894.29,No
C3795-3475,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,103.16,2779.6,No
C3796-7184,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,94.09,1698.98,No
C3797-1584,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.29,512.18,No
C3798-1090,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.78,1211.2,No
C3799-1494,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),112.2,2546.04,No
C3800-9307,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.39,1132.93,No
C3801-6234,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,78.43,2185.32,No
C3802-8245,Male,1,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,99.07,3939.98,Yes
C3803-1195,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,56.48,1700.21,No
C3804-1200,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.35,2963.03,No
C3805-8638,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,104.98,4223.66,No
C3806-1923,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.57,3293.09,No
C3807-2398,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.93,1104.04,No
C3808-5669,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,125.89,1260.11,No
C3809-6458,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),86.32,455.12,No
C3810-3059,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,99.3,102.28,Yes
